Invoice;InboundDate;IDSupplier;OrderDate;InvoiceDate;LeadTime;SupplierName;Country;Currency;CountryOrigen;TheoricalLeadTime;GoodLeadTime
FFCC142287;2014-09-16;PROV1484;2014-07-28;2014-09-19;50 days;Proveedor 385;ES;EUR;Spanish;10 days;False
FFCC142293;2014-09-12;PROV1485;2014-07-27;2014-09-15;47 days;Proveedor 386;IE;EUR;Intracommunity;20 days;False
FFCC142294;2014-09-11;PROV1775;2014-08-07;2014-09-14;35 days;Proveedor 622;MX;USD;Extracommunity;45 days;True
FFCC142296;2014-09-02;PROV1525;2014-07-24;2014-09-05;40 days;Proveedor 422;ES;EUR;Spanish;10 days;False
FFCC142300;2014-09-12;PROV1572;2014-08-26;2014-09-15;17 days;Proveedor 467;SG;USD;Extracommunity;45 days;True
FFCC142302;2014-09-09;PROV1061;2014-07-26;2014-09-12;45 days;Proveedor 182;IN;USD;Extracommunity;45 days;True
FFCC142303;2014-09-25;PROV1061;2014-08-31;2014-09-28;25 days;Proveedor 182;IN;USD;Extracommunity;45 days;True
FFCC142312;2014-09-01;PROV1585;2014-08-12;2014-09-04;20 days;Proveedor 479;CH;USD;Extracommunity;45 days;True
FFCC142315;2014-09-20;PROV1465;2014-07-28;2014-09-23;54 days;Proveedor 368;ES;EUR;Spanish;10 days;False
FFCC142321;2014-09-19;PROV40000520;2014-08-27;2014-09-22;23 days;Proveedor 17;ES;EUR;Spanish;10 days;False
FFCC142330;2014-09-25;PROV1441;2014-09-16;2014-09-28;9 days;Proveedor 349;ES;EUR;Spanish;10 days;True
FFCC142332;2014-09-22;PROV1027;2014-08-07;2014-09-25;46 days;Proveedor 178;ES;EUR;Spanish;10 days;False
FFCC142335;2014-09-13;PROV1734;2014-08-17;2014-09-16;27 days;Proveedor 593;ES;EUR;Spanish;10 days;False
FFCC142336;2014-09-19;PROV1650;2014-08-18;2014-09-22;32 days;Proveedor 539;ES;EUR;Spanish;10 days;False
FFCC142359;2014-09-25;PROV40000187;2014-09-08;2014-09-28;17 days;Proveedor 13;ES;EUR;Spanish;10 days;False
FFCC142360;2014-09-19;PROV40000500;2014-08-16;2014-09-22;34 days;Proveedor 16;ES;EUR;Spanish;10 days;False
FFCC142367;2014-09-06;PROV1585;2014-08-21;2014-09-09;16 days;Proveedor 479;CH;USD;Extracommunity;45 days;True
FFCC142371;2014-09-18;PROV1551;2014-08-29;2014-09-21;20 days;Proveedor 447;CH;USD;Extracommunity;45 days;True
FFCC142379;2014-09-26;PROV40000500;2014-07-29;2014-09-29;59 days;Proveedor 16;ES;EUR;Spanish;10 days;False
FFCC142383;2014-09-11;PROV1782;2014-07-25;2014-09-14;48 days;Proveedor 629;ES;EUR;Spanish;10 days;False
FFCC142388;2014-09-11;PROV1475;2014-08-11;2014-09-14;31 days;Proveedor 376;CH;USD;Extracommunity;45 days;True
FFCC142393;2014-09-25;PROV40002720;2014-08-10;2014-09-28;46 days;Proveedor 38;ES;EUR;Spanish;10 days;False
FFCC142395;2014-09-26;PROV1014;2014-09-15;2014-09-29;11 days;Proveedor 171;ES;EUR;Spanish;10 days;False
FFCC142407;2014-09-30;PROV41000980;2014-09-11;2014-10-03;19 days;Proveedor 110;ES;EUR;Spanish;10 days;False
FFCC142417;2014-09-01;PROV1475;2014-07-18;2014-09-04;45 days;Proveedor 376;CH;USD;Extracommunity;45 days;True
FFCC142421;2014-09-01;PROV1398;2014-07-25;2014-09-04;38 days;Proveedor 322;CH;USD;Extracommunity;45 days;True
FFCC142426;2014-09-08;PROV41001401;2014-08-14;2014-09-11;25 days;Proveedor 139;ES;EUR;Spanish;10 days;False
FFCC142438;2014-09-27;PROV1734;2014-08-09;2014-09-30;49 days;Proveedor 593;ES;EUR;Spanish;10 days;False
FFCC142443;2014-09-01;PROV1777;2014-07-20;2014-09-04;43 days;Proveedor 624;ES;EUR;Spanish;10 days;False
FFCC142444;2014-09-26;PROV40000520;2014-08-05;2014-09-29;52 days;Proveedor 17;ES;EUR;Spanish;10 days;False
FFCC142447;2014-09-29;PROV40002330;2014-08-15;2014-10-02;45 days;Proveedor 37;ES;EUR;Spanish;10 days;False
FFCC142461;2014-09-05;PROV40002220;2014-07-31;2014-09-08;36 days;Proveedor 36;ES;EUR;Spanish;10 days;False
FFCC142462;2014-09-30;PROV40002065;2014-08-07;2014-10-03;54 days;Proveedor 30;ES;EUR;Spanish;10 days;False
FFCC142463;2014-09-12;PROV40000520;2014-07-28;2014-09-15;46 days;Proveedor 17;ES;EUR;Spanish;10 days;False
FFCC142464;2014-09-30;PROV40000520;2014-09-18;2014-10-03;12 days;Proveedor 17;ES;EUR;Spanish;10 days;False
FFCC142521;2014-10-08;PROV1014;2014-09-15;2014-10-11;23 days;Proveedor 171;ES;EUR;Spanish;10 days;False
FFCC142522;2014-10-15;PROV40001470;2014-09-25;2014-10-18;20 days;Proveedor 26;ES;EUR;Spanish;10 days;False
FFCC142523;2014-10-15;PROV1129;2014-09-17;2014-10-18;28 days;Proveedor 207;ES;EUR;Spanish;10 days;False
FFCC142528;2014-10-01;PROV1597;2014-09-27;2014-10-04;4 days;Proveedor 491;CH;USD;Extracommunity;45 days;True
FFCC142531;2014-10-10;PROV1465;2014-09-16;2014-10-13;24 days;Proveedor 368;ES;EUR;Spanish;10 days;False
FFCC142532;2014-10-01;PROV1428;2014-08-08;2014-10-04;54 days;Proveedor 341;CH;USD;Extracommunity;45 days;False
FFCC142536;2014-10-03;PROV40000500;2014-09-17;2014-10-06;16 days;Proveedor 16;ES;EUR;Spanish;10 days;False
FFCC142537;2014-10-04;PROV40002330;2014-09-23;2014-10-07;11 days;Proveedor 37;ES;EUR;Spanish;10 days;False
FFCC142538;2014-10-11;PROV40000850;2014-09-04;2014-10-14;37 days;Proveedor 21;ES;EUR;Spanish;10 days;False
FFCC142539;2014-10-15;PROV1003;2014-08-24;2014-10-18;52 days;Proveedor 165;CN;USD;Extracommunity;45 days;False
FFCC142540;2014-10-15;PROV1003;2014-08-31;2014-10-18;45 days;Proveedor 165;CN;USD;Extracommunity;45 days;True
FFCC142541;2014-10-02;PROV1441;2014-08-11;2014-10-05;52 days;Proveedor 349;ES;EUR;Spanish;10 days;False
FFCC142542;2014-10-01;PROV40001000;2014-08-29;2014-10-04;33 days;Proveedor 24;FR;EUR;Intracommunity;20 days;False
FFCC142543;2014-10-02;PROV40001000;2014-08-31;2014-10-05;32 days;Proveedor 24;FR;EUR;Intracommunity;20 days;False
FFCC142545;2014-10-15;PROV1170;2014-08-18;2014-10-18;58 days;Proveedor 221;ES;EUR;Spanish;10 days;False
FFCC142547;2014-10-03;PROV1414;2014-08-14;2014-10-06;50 days;Proveedor 335;ES;EUR;Spanish;10 days;False
FFCC142548;2014-10-01;PROV1647;2014-09-09;2014-10-04;22 days;Proveedor 536;ES;EUR;Spanish;10 days;False
FFCC142549;2014-10-07;PROV1061;2014-09-23;2014-10-10;14 days;Proveedor 182;IN;USD;Extracommunity;45 days;True
FFCC142550;2014-10-01;PROV40002065;2014-08-19;2014-10-04;43 days;Proveedor 30;ES;EUR;Spanish;10 days;False
FFCC142552;2014-10-20;PROV40000500;2014-09-21;2014-10-23;29 days;Proveedor 16;ES;EUR;Spanish;10 days;False
FFCC142564;2014-10-15;PROV40000200;2014-09-25;2014-10-18;20 days;Proveedor 14;ES;EUR;Spanish;10 days;False
FFCC142586;2014-10-06;PROV1790;2014-09-07;2014-10-09;29 days;Proveedor 637;ES;EUR;Spanish;10 days;False
FFCC142590;2014-10-27;PROV1194;2014-09-27;2014-10-30;30 days;Proveedor 229;ES;EUR;Spanish;10 days;False
FFCC142601;2014-10-17;PROV1647;2014-09-06;2014-10-20;41 days;Proveedor 536;ES;EUR;Spanish;10 days;False
FFCC142602;2014-10-14;PROV40002330;2014-09-21;2014-10-17;23 days;Proveedor 37;ES;EUR;Spanish;10 days;False
FFCC142603;2014-10-20;PROV40002330;2014-09-17;2014-10-23;33 days;Proveedor 37;ES;EUR;Spanish;10 days;False
FFCC142607;2014-10-16;PROV1441;2014-09-22;2014-10-19;24 days;Proveedor 349;ES;EUR;Spanish;10 days;False
FFCC142608;2014-10-21;PROV40000235;2014-10-10;2014-10-24;11 days;Proveedor 15;ES;EUR;Spanish;10 days;False
FFCC142609;2014-10-10;PROV1216;2014-08-21;2014-10-13;50 days;Proveedor 239;ES;EUR;Spanish;10 days;False
FFCC142610;2014-10-10;PROV1216;2014-10-04;2014-10-13;6 days;Proveedor 239;ES;EUR;Spanish;10 days;True
FFCC142611;2014-10-17;PROV40000520;2014-09-07;2014-10-20;40 days;Proveedor 17;ES;EUR;Spanish;10 days;False
FFCC142612;2014-10-17;PROV1061;2014-08-31;2014-10-20;47 days;Proveedor 182;IN;USD;Extracommunity;45 days;False
FFCC142613;2014-10-14;PROV1014;2014-08-23;2014-10-17;52 days;Proveedor 171;ES;EUR;Spanish;10 days;False
FFCC142614;2014-10-29;PROV1775;2014-10-13;2014-11-01;16 days;Proveedor 622;MX;USD;Extracommunity;45 days;True
FFCC142615;2014-10-01;PROV1572;2014-08-27;2014-10-04;35 days;Proveedor 467;SG;USD;Extracommunity;45 days;True
FFCC142617;2014-10-10;PROV1397;2014-09-29;2014-10-13;11 days;Proveedor 321;PE;USD;Extracommunity;45 days;True
FFCC142618;2014-10-07;PROV1133;2014-08-09;2014-10-10;59 days;Proveedor 208;DE;EUR;Intracommunity;20 days;False
FFCC142619;2014-10-07;PROV1133;2014-09-14;2014-10-10;23 days;Proveedor 208;DE;EUR;Intracommunity;20 days;False
FFCC142620;2014-10-22;PROV1509;2014-09-17;2014-10-25;35 days;Proveedor 408;CN;USD;Extracommunity;45 days;True
FFCC142621;2014-10-24;PROV40000500;2014-09-13;2014-10-27;41 days;Proveedor 16;ES;EUR;Spanish;10 days;False
FFCC142622;2014-10-01;PROV1572;2014-08-19;2014-10-04;43 days;Proveedor 467;SG;USD;Extracommunity;45 days;True
FFCC142624;2014-10-10;PROV40000520;2014-08-21;2014-10-13;50 days;Proveedor 17;ES;EUR;Spanish;10 days;False
FFCC142626;2014-10-01;PROV1398;2014-09-12;2014-10-04;19 days;Proveedor 322;CH;USD;Extracommunity;45 days;True
FFCC142632;2014-10-01;PROV1585;2014-09-17;2014-10-04;14 days;Proveedor 479;CH;USD;Extracommunity;45 days;True
FFCC142638;2014-10-01;PROV40002220;2014-08-31;2014-10-04;31 days;Proveedor 36;ES;EUR;Spanish;10 days;False
FFCC142641;2014-10-31;PROV40001470;2014-09-15;2014-11-03;46 days;Proveedor 26;ES;EUR;Spanish;10 days;False
FFCC142677;2014-10-25;PROV40002720;2014-10-01;2014-10-28;24 days;Proveedor 38;ES;EUR;Spanish;10 days;False
FFCC142678;2014-10-30;PROV40000187;2014-10-12;2014-11-02;18 days;Proveedor 13;ES;EUR;Spanish;10 days;False
FFCC142679;2014-10-24;PROV40000187;2014-10-02;2014-10-27;22 days;Proveedor 13;ES;EUR;Spanish;10 days;False
FFCC142680;2014-10-07;PROV40001000;2014-09-07;2014-10-10;30 days;Proveedor 24;FR;EUR;Intracommunity;20 days;False
FFCC142684;2014-10-01;PROV1485;2014-09-10;2014-10-04;21 days;Proveedor 386;IE;EUR;Intracommunity;20 days;False
FFCC142691;2014-10-31;PROV40002065;2014-09-17;2014-11-03;44 days;Proveedor 30;ES;EUR;Spanish;10 days;False
FFCC142695;2014-10-24;PROV40000520;2014-10-16;2014-10-27;8 days;Proveedor 17;ES;EUR;Spanish;10 days;True
FFCC142708;2014-10-31;PROV41000980;2014-09-12;2014-11-03;49 days;Proveedor 110;ES;EUR;Spanish;10 days;False
FFCC142709;2014-10-25;PROV1734;2014-10-09;2014-10-28;16 days;Proveedor 593;ES;EUR;Spanish;10 days;False
FFCC142710;2014-10-30;PROV1734;2014-09-23;2014-11-02;37 days;Proveedor 593;ES;EUR;Spanish;10 days;False
FFCC142711;2014-10-29;PROV1014;2014-09-09;2014-11-01;50 days;Proveedor 171;ES;EUR;Spanish;10 days;False
FFCC142725;2014-10-01;PROV1597;2014-08-11;2014-10-04;51 days;Proveedor 491;CH;USD;Extracommunity;45 days;False
FFCC142726;2014-10-29;PROV1027;2014-09-15;2014-11-01;44 days;Proveedor 178;ES;EUR;Spanish;10 days;False
FFCC142736;2014-10-31;PROV40000520;2014-09-18;2014-11-03;43 days;Proveedor 17;ES;EUR;Spanish;10 days;False
FFCC142746;2014-10-27;PROV40002330;2014-09-29;2014-10-30;28 days;Proveedor 37;ES;EUR;Spanish;10 days;False
FFCC142749;2014-10-07;PROV1649;2014-09-24;2014-10-10;13 days;Proveedor 538;ES;EUR;Spanish;10 days;False
FFCC142752;2014-10-31;PROV40002220;2014-09-19;2014-11-03;42 days;Proveedor 36;ES;EUR;Spanish;10 days;False
FFCC142753;2014-10-30;PROV1441;2014-10-18;2014-11-02;12 days;Proveedor 349;ES;EUR;Spanish;10 days;False
FFCC142764;2014-10-31;PROV1264;2014-09-14;2014-11-03;47 days;Proveedor 257;ES;EUR;Spanish;10 days;False
FFCC142768;2014-10-15;PROV41001401;2014-09-15;2014-10-18;30 days;Proveedor 139;ES;EUR;Spanish;10 days;False
FFCC142806;2014-11-01;PROV1129;2014-09-15;2014-11-04;47 days;Proveedor 207;ES;EUR;Spanish;10 days;False
FFCC142807;2014-11-03;PROV40002330;2014-09-27;2014-11-06;37 days;Proveedor 37;ES;EUR;Spanish;10 days;False
FFCC142808;2014-11-05;PROV40001000;2014-10-22;2014-11-08;14 days;Proveedor 24;FR;EUR;Intracommunity;20 days;True
FFCC142809;2014-11-04;PROV1061;2014-09-18;2014-11-07;47 days;Proveedor 182;IN;USD;Extracommunity;45 days;False
FFCC142810;2014-11-12;PROV1734;2014-10-02;2014-11-15;41 days;Proveedor 593;ES;EUR;Spanish;10 days;False
FFCC142811;2014-11-18;PROV1775;2014-10-23;2014-11-21;26 days;Proveedor 622;MX;USD;Extracommunity;45 days;True
FFCC142812;2014-11-07;PROV40000520;2014-10-17;2014-11-10;21 days;Proveedor 17;ES;EUR;Spanish;10 days;False
FFCC142813;2014-11-05;PROV1003;2014-10-17;2014-11-08;19 days;Proveedor 165;CN;USD;Extracommunity;45 days;True
FFCC142814;2014-11-03;PROV40001000;2014-10-11;2014-11-06;23 days;Proveedor 24;FR;EUR;Intracommunity;20 days;False
FFCC142815;2014-11-13;PROV1650;2014-10-20;2014-11-16;24 days;Proveedor 539;ES;EUR;Spanish;10 days;False
FFCC142824;2014-11-03;PROV1191;2014-09-20;2014-11-06;44 days;Proveedor 227;ES;EUR;Spanish;10 days;False
FFCC142849;2014-11-17;PROV40002330;2014-10-13;2014-11-20;35 days;Proveedor 37;ES;EUR;Spanish;10 days;False
FFCC142852;2014-11-01;PROV1014;2014-10-15;2014-11-04;17 days;Proveedor 171;ES;EUR;Spanish;10 days;False
FFCC142854;2014-11-01;PROV1397;2014-10-13;2014-11-04;19 days;Proveedor 321;PE;USD;Extracommunity;45 days;True
FFCC142856;2014-11-14;PROV40000850;2014-10-28;2014-11-17;17 days;Proveedor 21;ES;EUR;Spanish;10 days;False
FFCC142865;2014-11-15;PROV1465;2014-10-16;2014-11-18;30 days;Proveedor 368;ES;EUR;Spanish;10 days;False
FFCC142869;2014-11-20;PROV1650;2014-11-01;2014-11-23;19 days;Proveedor 539;ES;EUR;Spanish;10 days;False
FFCC142870;2014-11-13;PROV1428;2014-11-12;2014-11-16;1 days;Proveedor 341;CH;USD;Extracommunity;45 days;True
FFCC142873;2014-11-01;PROV1485;2014-09-14;2014-11-04;48 days;Proveedor 386;IE;EUR;Intracommunity;20 days;False
FFCC142877;2014-11-01;PROV1458;2014-10-02;2014-11-04;30 days;Proveedor 364;CH;USD;Extracommunity;45 days;True
FFCC142881;2014-11-01;PROV1475;2014-09-20;2014-11-04;42 days;Proveedor 376;CH;USD;Extracommunity;45 days;True
FFCC142922;2014-11-25;PROV40002720;2014-10-08;2014-11-28;48 days;Proveedor 38;ES;EUR;Spanish;10 days;False
FFCC142923;2014-11-05;PROV40000187;2014-09-23;2014-11-08;43 days;Proveedor 13;ES;EUR;Spanish;10 days;False
FFCC142924;2014-11-24;PROV1014;2014-09-30;2014-11-27;55 days;Proveedor 171;ES;EUR;Spanish;10 days;False
FFCC142925;2014-11-24;PROV40002330;2014-10-07;2014-11-27;48 days;Proveedor 37;ES;EUR;Spanish;10 days;False
FFCC142926;2014-11-19;PROV1647;2014-10-28;2014-11-22;22 days;Proveedor 536;ES;EUR;Spanish;10 days;False
FFCC142927;2014-11-30;PROV40000010;2014-11-09;2014-12-03;21 days;Proveedor 12;ES;EUR;Spanish;10 days;False
FFCC142928;2014-11-30;PROV40002065;2014-11-26;2014-12-03;4 days;Proveedor 30;ES;EUR;Spanish;10 days;True
FFCC142929;2014-11-30;PROV40002065;2014-10-31;2014-12-03;30 days;Proveedor 30;ES;EUR;Spanish;10 days;False
FFCC142930;2014-11-24;PROV1027;2014-11-15;2014-11-27;9 days;Proveedor 178;ES;EUR;Spanish;10 days;True
FFCC142931;2014-11-12;PROV1441;2014-10-22;2014-11-15;21 days;Proveedor 349;ES;EUR;Spanish;10 days;False
FFCC142932;2014-11-28;PROV1129;2014-11-20;2014-12-01;8 days;Proveedor 207;ES;EUR;Spanish;10 days;True
FFCC142933;2014-11-30;PROV41000980;2014-10-16;2014-12-03;45 days;Proveedor 110;ES;EUR;Spanish;10 days;False
FFCC142947;2014-11-27;PROV41001800;2014-11-02;2014-11-30;25 days;Proveedor 164;ES;EUR;Spanish;10 days;False
FFCC142948;2014-11-10;PROV1485;2014-09-27;2014-11-13;44 days;Proveedor 386;IE;EUR;Intracommunity;20 days;False
FFCC142962;2014-11-07;PROV40000500;2014-10-11;2014-11-10;27 days;Proveedor 16;ES;EUR;Spanish;10 days;False
FFCC142975;2014-11-30;PROV40002220;2014-11-06;2014-12-03;24 days;Proveedor 36;ES;EUR;Spanish;10 days;False
FFCC142979;2014-11-06;PROV1428;2014-10-18;2014-11-09;19 days;Proveedor 341;CH;USD;Extracommunity;45 days;True
FFCC142983;2014-11-20;PROV1397;2014-10-20;2014-11-23;31 days;Proveedor 321;PE;USD;Extracommunity;45 days;True
FFCC142993;2014-11-30;PROV40000520;2014-10-23;2014-12-03;38 days;Proveedor 17;ES;EUR;Spanish;10 days;False
FFCC142995;2014-11-17;PROV1597;2014-10-04;2014-11-20;44 days;Proveedor 491;CH;USD;Extracommunity;45 days;True
FFCC142996;2014-11-08;PROV1649;2014-11-02;2014-11-11;6 days;Proveedor 538;ES;EUR;Spanish;10 days;True
FFCC142997;2014-11-21;PROV40000520;2014-10-09;2014-11-24;43 days;Proveedor 17;ES;EUR;Spanish;10 days;False
FFCC142998;2014-11-14;PROV40000520;2014-10-20;2014-11-17;25 days;Proveedor 17;ES;EUR;Spanish;10 days;False
FFCC142999;2014-11-03;PROV1441;2014-10-17;2014-11-06;17 days;Proveedor 349;ES;EUR;Spanish;10 days;False
FFCC143004;2014-11-30;PROV40000187;2014-10-24;2014-12-03;37 days;Proveedor 13;ES;EUR;Spanish;10 days;False
FFCC143017;2014-11-24;PROV40001825;2014-09-28;2014-11-27;57 days;Proveedor 29;ES;EUR;Spanish;10 days;False
FFCC143019;2014-11-20;PROV1027;2014-10-24;2014-11-23;27 days;Proveedor 178;ES;EUR;Spanish;10 days;False
FFCC143026;2014-11-30;PROV1781;2014-10-16;2014-12-03;45 days;Proveedor 628;ES;EUR;Spanish;10 days;False
FFCC143027;2014-11-28;PROV40000187;2014-10-24;2014-12-01;35 days;Proveedor 13;ES;EUR;Spanish;10 days;False
FFCC143038;2014-12-12;PROV40000500;2014-10-28;2014-12-15;45 days;Proveedor 16;ES;EUR;Spanish;10 days;False
FFCC143039;2014-12-04;PROV1027;2014-10-25;2014-12-07;40 days;Proveedor 178;ES;EUR;Spanish;10 days;False
FFCC143043;2014-12-11;PROV1725;2014-10-12;2014-12-14;60 days;Proveedor 588;ES;EUR;Spanish;10 days;False
FFCC143045;2014-12-19;PROV40002720;2014-12-01;2014-12-22;18 days;Proveedor 38;ES;EUR;Spanish;10 days;False
FFCC143047;2014-12-11;PROV40001000;2014-10-26;2014-12-14;46 days;Proveedor 24;FR;EUR;Intracommunity;20 days;False
FFCC143062;2014-12-11;PROV1441;2014-11-21;2014-12-14;20 days;Proveedor 349;ES;EUR;Spanish;10 days;False
FFCC143074;2014-12-15;PROV1129;2014-12-12;2014-12-18;3 days;Proveedor 207;ES;EUR;Spanish;10 days;True
FFCC143083;2014-12-01;PROV1170;2014-10-17;2014-12-04;45 days;Proveedor 221;ES;EUR;Spanish;10 days;False
FFCC143085;2014-12-01;PROV1441;2014-10-18;2014-12-04;44 days;Proveedor 349;ES;EUR;Spanish;10 days;False
FFCC143087;2014-12-01;PROV40001825;2014-11-03;2014-12-04;28 days;Proveedor 29;ES;EUR;Spanish;10 days;False
FFCC143092;2014-12-19;PROV40000500;2014-11-27;2014-12-22;22 days;Proveedor 16;ES;EUR;Spanish;10 days;False
FFCC143093;2014-12-16;PROV1725;2014-11-12;2014-12-19;34 days;Proveedor 588;ES;EUR;Spanish;10 days;False
FFCC143095;2014-12-01;PROV1014;2014-11-15;2014-12-04;16 days;Proveedor 171;ES;EUR;Spanish;10 days;False
FFCC143096;2014-12-01;PROV1428;2014-11-13;2014-12-04;18 days;Proveedor 341;CH;USD;Extracommunity;45 days;True
FFCC143099;2014-12-01;PROV1733;2014-10-26;2014-12-04;36 days;Proveedor 592;CH;USD;Extracommunity;45 days;True
FFCC143102;2014-12-05;PROV40000520;2014-11-09;2014-12-08;26 days;Proveedor 17;ES;EUR;Spanish;10 days;False
FFCC143103;2014-12-01;PROV1397;2014-10-11;2014-12-04;51 days;Proveedor 321;PE;USD;Extracommunity;45 days;False
FFCC143105;2014-12-02;PROV1428;2014-10-19;2014-12-05;44 days;Proveedor 341;CH;USD;Extracommunity;45 days;True
FFCC143107;2014-12-04;PROV40000850;2014-10-30;2014-12-07;35 days;Proveedor 21;ES;EUR;Spanish;10 days;False
FFCC143108;2014-12-01;PROV1756;2014-10-15;2014-12-04;47 days;Proveedor 603;IN;USD;Extracommunity;45 days;False
FFCC143109;2014-12-01;PROV1597;2014-11-02;2014-12-04;29 days;Proveedor 491;CH;USD;Extracommunity;45 days;True
FFCC143113;2014-12-01;PROV1585;2014-11-09;2014-12-04;22 days;Proveedor 479;CH;USD;Extracommunity;45 days;True
FFCC143116;2014-12-02;PROV1649;2014-11-10;2014-12-05;22 days;Proveedor 538;ES;EUR;Spanish;10 days;False
FFCC143117;2014-12-01;PROV1061;2014-11-15;2014-12-04;16 days;Proveedor 182;IN;USD;Extracommunity;45 days;True
FFCC143163;2014-12-15;PROV1485;2014-11-25;2014-12-18;20 days;Proveedor 386;IE;EUR;Intracommunity;20 days;True
FFCC143164;2014-12-15;PROV1485;2014-11-19;2014-12-18;26 days;Proveedor 386;IE;EUR;Intracommunity;20 days;False
FFCC143165;2014-12-01;PROV1597;2014-10-04;2014-12-04;58 days;Proveedor 491;CH;USD;Extracommunity;45 days;False
FFCC143169;2014-12-11;PROV1775;2014-11-10;2014-12-14;31 days;Proveedor 622;MX;USD;Extracommunity;45 days;True
FFCC143177;2014-12-10;PROV40000187;2014-10-23;2014-12-13;48 days;Proveedor 13;ES;EUR;Spanish;10 days;False
FFCC143181;2014-12-30;PROV40002065;2014-12-10;2015-01-02;20 days;Proveedor 30;ES;EUR;Spanish;10 days;False
FFCC143183;2014-12-30;PROV41000980;2014-12-13;2015-01-02;17 days;Proveedor 110;ES;EUR;Spanish;10 days;False
FFCC143194;2014-12-06;PROV1597;2014-10-17;2014-12-09;50 days;Proveedor 491;CH;USD;Extracommunity;45 days;False
FFCC143200;2014-12-15;PROV40002330;2014-11-10;2014-12-18;35 days;Proveedor 37;ES;EUR;Spanish;10 days;False
FFCC143201;2014-12-15;PROV40002220;2014-10-26;2014-12-18;50 days;Proveedor 36;ES;EUR;Spanish;10 days;False
FFCC143202;2014-12-11;PROV40001825;2014-11-23;2014-12-14;18 days;Proveedor 29;ES;EUR;Spanish;10 days;False
FFCC143203;2014-12-01;PROV40002065;2014-11-15;2014-12-04;16 days;Proveedor 30;ES;EUR;Spanish;10 days;False
FFCC143204;2014-12-01;PROV1585;2014-11-21;2014-12-04;10 days;Proveedor 479;CH;USD;Extracommunity;45 days;True
FFCC143220;2014-12-17;PROV1441;2014-12-09;2014-12-20;8 days;Proveedor 349;ES;EUR;Spanish;10 days;True
FFCC143251;2014-12-01;PROV1597;2014-11-09;2014-12-04;22 days;Proveedor 491;CH;USD;Extracommunity;45 days;True
FFCC143256;2014-12-19;PROV40000520;2014-11-11;2014-12-22;38 days;Proveedor 17;ES;EUR;Spanish;10 days;False
FFCC143257;2014-12-23;PROV1725;2014-12-13;2014-12-26;10 days;Proveedor 588;ES;EUR;Spanish;10 days;True
FFCC143288;2014-12-28;PROV41001800;2014-11-20;2014-12-31;38 days;Proveedor 164;ES;EUR;Spanish;10 days;False
FFCC150064;2015-01-07;PROV1003;2014-12-11;2015-01-10;27 days;Proveedor 165;CN;USD;Extracommunity;45 days;True
FFCC150066;2015-01-17;PROV40000850;2014-12-24;2015-01-20;24 days;Proveedor 21;ES;EUR;Spanish;10 days;False
FFCC150067;2015-01-15;PROV1756;2014-11-29;2015-01-18;47 days;Proveedor 603;IN;USD;Extracommunity;45 days;False
FFCC150068;2015-01-23;PROV1397;2015-01-09;2015-01-26;14 days;Proveedor 321;PE;USD;Extracommunity;45 days;True
FFCC150069;2015-01-16;PROV1397;2014-12-23;2015-01-19;24 days;Proveedor 321;PE;USD;Extracommunity;45 days;True
FFCC150070;2015-01-12;PROV1014;2014-12-19;2015-01-15;24 days;Proveedor 171;ES;EUR;Spanish;10 days;False
FFCC150071;2015-01-15;PROV1129;2014-12-31;2015-01-18;15 days;Proveedor 207;ES;EUR;Spanish;10 days;False
FFCC150072;2015-01-20;PROV1003;2014-12-03;2015-01-23;48 days;Proveedor 165;CN;USD;Extracommunity;45 days;False
FFCC150073;2015-01-05;PROV40001000;2014-12-19;2015-01-08;17 days;Proveedor 24;FR;EUR;Intracommunity;20 days;True
FFCC150074;2015-01-13;PROV40002330;2014-11-21;2015-01-16;53 days;Proveedor 37;ES;EUR;Spanish;10 days;False
FFCC150075;2015-01-09;PROV1734;2014-12-15;2015-01-12;25 days;Proveedor 593;ES;EUR;Spanish;10 days;False
FFCC150076;2015-01-15;PROV40001470;2015-01-04;2015-01-18;11 days;Proveedor 26;ES;EUR;Spanish;10 days;False
FFCC150077;2015-01-15;PROV1465;2014-12-26;2015-01-18;20 days;Proveedor 368;ES;EUR;Spanish;10 days;False
